"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"436","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"211","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"269","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"432","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"271","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"429","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"732","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"520","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"185","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"438","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"294","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"302","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Hispanic, any race","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"429","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"111","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"87","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"62","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"49","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"50","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","Other","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"61","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence","3.1",,,"2.3","4",,"1,796","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","2.7",,,"1.9","3.6",,"1,411","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence","5.1",,,"2.7","8.6",,"331","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","2.2",,,"1.3","3.4",,"874","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","4.2",,,"3","5.7",,"922","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Smoking","No","%","Crude Prevalence","2.5",,,"1.4","4",,"638","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Age Related Macular Degeneration","Percentage of people who were ever told by an eye doctor they have age-related macular degeneration","Yes","All ages","Male","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","3.5",,,"2.5","4.7",,"1,158","59","TCOND","CTAMD","NHAMD","RYES","CRDPREV","AGEALL","GM","WHT","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Diabetic Retinopathy","Percentage of people who were ever told by an eye doctor their diabetes affected their eyes","Yes","0-17 years","Both sexes","All races","All participants","Total","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CTDR","NHTDR","RYES","CRDPREV","AGE017","GALL","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Diabetic Retinopathy","Percentage of people who were ever told by an eye doctor their diabetes affected their eyes","Yes","0-17 years","Both sexes","All races","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CTDR","NHTDR","RYES","CRDPREV","AGE017","GALL","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Diabetic Retinopathy","Percentage of people who were ever told by an eye doctor their diabetes affected their eyes","Yes","0-17 years","Both sexes","All races","Hypertension","No","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CTDR","NHTDR","RYES","CRDPREV","AGE017","GALL","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Self-Report Diabetic Retinopathy","Percentage of people who were ever told by an eye doctor their diabetes affected their eyes","Yes","0-17 years","Both sexes","All races","Hypertension","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TCOND","CTDR","NHTDR","RYES","CRDPREV","AGE017","GALL","ALLRACE","RFHT","RFYES",,"National","US"
